essay_id,prompt_id,organization_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14
1208,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1209,1,4.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1210,1,3.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,medium,medium
1211,1,4.0,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
1212,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1213,1,4.0,medium,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
1214,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1215,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1216,1,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1217,1,1.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
1218,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1219,1,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
1220,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
1221,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1222,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1223,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1224,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1225,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1226,1,5.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium,medium
1227,1,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
1228,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1229,1,5.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
1230,1,4.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,medium
1231,1,2.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1232,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1233,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1234,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1236,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1237,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1238,1,4.0,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low
1239,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1240,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1241,1,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1242,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1243,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1244,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
1245,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,medium
1246,1,3.0,low,low,low,medium,low,low,medium,low,low,low,low,medium,low,low
1247,1,3.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,medium
1248,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1249,1,4.0,medium,low,medium,medium,low,medium,medium,low,low,medium,medium,medium,low,low
1250,1,5.0,medium,low,low,medium,low,low,low,low,low,low,low,low,medium,low
1251,1,3.0,medium,medium,medium,high,medium,medium,high,medium,low,medium,medium,medium,high,medium
1252,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1253,1,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1254,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1255,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1256,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1257,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1258,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1259,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
1260,1,4.0,low,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
1261,1,5.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1262,1,3.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
1263,1,3.0,low,low,low,medium,medium,low,low,low,low,low,low,low,low,medium
1264,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1265,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
1266,1,3.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,low,medium
1267,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1268,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1269,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1270,1,5.0,low,low,low,low,medium,low,medium,low,low,medium,low,low,low,medium
1271,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
1272,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
1273,1,4.0,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1274,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1275,1,3.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
1276,1,3.0,medium,low,low,medium,low,low,medium,low,low,medium,low,medium,medium,low
1277,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,low,medium
1278,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
1279,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1280,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1281,1,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1282,1,4.0,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low
1283,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1284,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1285,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1286,1,3.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
1287,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1288,1,6.0,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1289,1,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,low,medium
1290,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1291,1,3.0,medium,low,low,medium,low,medium,medium,medium,low,low,medium,low,medium,medium
1292,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
1293,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1294,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,low,medium,medium,medium
1295,1,1.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1296,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1297,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1298,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1299,1,6.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
1300,1,3.0,medium,low,low,medium,low,low,low,low,low,medium,medium,medium,medium,low
1301,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1302,1,5.0,low,low,low,medium,medium,low,low,low,low,medium,low,low,medium,medium
1303,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1304,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1305,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
1306,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
1307,1,4.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
1308,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1309,1,5.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1310,1,3.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
1311,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1312,1,3.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
1313,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1314,1,4.0,medium,low,low,medium,low,low,medium,low,low,low,low,low,medium,low
1315,1,4.0,low,low,low,low,medium,low,low,low,low,medium,low,low,medium,medium
1316,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1317,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,low
1318,1,4.0,low,low,low,medium,low,low,medium,low,low,medium,low,medium,medium,medium
1319,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
1320,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1321,1,5.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1322,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1323,1,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1324,1,4.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1325,1,4.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1326,1,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
1327,1,5.0,low,low,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1328,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1329,1,4.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
1330,1,4.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
1331,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1332,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1333,1,3.0,low,low,low,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
1334,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium
1335,1,3.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
1336,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1337,1,3.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
1338,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1339,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,low
1340,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1341,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1342,1,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
1343,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1344,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1345,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1346,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1347,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1348,1,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
1349,1,4.0,medium,low,low,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
1350,1,5.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
1351,1,4.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
1352,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1353,1,5.0,medium,low,low,low,medium,medium,medium,medium,low,medium,low,low,low,medium
1354,1,4.0,low,low,medium,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
1355,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1356,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1357,1,5.0,low,low,medium,medium,medium,medium,medium,low,low,medium,low,low,medium,medium
1358,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1359,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
1360,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1361,1,5.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1362,1,5.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
1363,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
1364,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1365,1,4.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
1366,1,5.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
1367,1,2.0,medium,low,medium,medium,medium,low,low,medium,low,low,low,low,medium,medium
1368,1,2.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
1369,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
1370,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
1371,1,5.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,medium,low
1372,1,3.0,low,low,medium,medium,low,low,low,low,low,medium,low,low,medium,medium
1373,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1374,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1375,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1376,1,3.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
1377,1,3.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,low,low
1378,1,5.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
1379,1,5.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1380,1,6.0,low,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
1381,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,low,medium,medium,low
1382,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1383,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
1384,1,5.0,medium,low,medium,medium,low,low,medium,low,low,medium,medium,medium,medium,medium
1385,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1386,1,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
