essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
1183,1,3,low,low,low,low,low,low,low,low,low,low
1184,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
1185,1,4,low,low,medium,low,low,low,low,low,medium,low
1186,1,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1187,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
1188,1,4,medium,medium,medium,medium,medium,low,low,medium,medium,low
1189,1,3,low,medium,low,low,low,low,low,low,medium,low
1190,1,4,low,low,low,low,low,low,low,low,low,low
1191,1,5,low,low,low,low,low,low,low,low,low,low
1192,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1193,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1194,1,5,low,medium,low,low,low,low,low,low,low,low
1195,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1196,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1197,1,4,low,low,medium,medium,medium,low,medium,medium,medium,low
1198,1,2,low,medium,medium,medium,medium,low,low,medium,medium,low
1199,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1200,1,5,low,low,low,low,low,low,low,low,low,low
1201,1,6,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1202,1,3,low,low,medium,low,medium,low,medium,low,medium,low
1203,1,3,low,medium,medium,medium,low,low,medium,low,medium,low
1204,1,4,medium,low,medium,medium,medium,medium,medium,medium,medium,low
1205,1,3,low,low,low,low,low,low,low,low,low,low
1206,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1207,1,5,low,low,low,low,low,low,low,low,low,low
1208,1,2,low,low,low,low,low,low,low,low,low,low
1209,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1210,1,3,low,low,low,low,low,low,low,low,low,low
1211,1,4,low,low,medium,low,low,low,low,low,low,low
1212,1,4,medium,medium,medium,medium,medium,low,medium,low,medium,low
1213,1,5,low,medium,medium,medium,medium,low,medium,medium,medium,low
1214,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1215,1,3,low,low,low,low,low,low,low,low,low,low
1216,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1217,1,2,low,low,low,low,low,low,low,low,medium,low
1218,1,5,medium,medium,medium,medium,medium,low,medium,low,medium,low
1219,1,3,low,medium,medium,medium,low,medium,low,medium,low,medium
1220,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1221,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1222,1,2,low,low,low,low,low,low,low,low,low,low
1223,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1224,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1225,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1226,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1227,1,3,low,low,medium,low,medium,low,low,low,medium,low
1228,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1229,1,5,low,low,low,low,low,low,low,low,low,low
1230,1,4,low,low,low,low,medium,low,low,low,medium,low
1231,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1232,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1233,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
1234,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1236,1,4,medium,medium,medium,medium,medium,low,low,medium,medium,medium
1237,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1238,1,4,low,low,low,low,low,low,low,low,medium,low
1239,1,4,low,medium,low,low,low,low,low,low,low,low
1240,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1241,1,3,low,low,low,low,low,low,low,low,medium,low
1242,1,3,low,medium,medium,low,medium,low,low,low,medium,low
1243,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
1244,1,4,low,low,low,low,low,low,low,low,low,low
1245,1,4,low,low,low,low,low,low,low,low,low,low
1246,1,3,low,low,low,low,low,low,low,low,low,low
1247,1,3,low,low,medium,low,low,low,low,low,medium,low
1248,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1249,1,4,low,medium,low,low,medium,low,low,low,medium,low
1250,1,5,low,medium,medium,low,medium,low,low,low,medium,low
1251,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1252,1,4,low,low,low,low,low,low,low,low,low,low
1253,1,1,low,low,low,low,low,low,low,low,low,low
1254,1,4,low,low,low,low,low,low,low,low,low,low
1255,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1256,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1257,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1258,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1259,1,4,medium,medium,medium,medium,medium,low,medium,low,medium,low
1260,1,3,low,low,low,low,medium,low,medium,low,medium,low
1261,1,4,low,low,low,low,low,low,low,low,low,low
1262,1,3,low,low,medium,medium,low,low,low,low,medium,low
1263,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1264,1,4,low,low,low,low,low,low,low,low,medium,low
1265,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1266,1,3,low,low,low,low,low,low,low,low,low,low
1267,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1268,1,3,low,low,medium,low,medium,low,low,low,medium,low
1269,1,4,low,low,low,low,low,low,low,low,low,low
1270,1,5,low,medium,low,medium,low,low,low,low,low,low
1271,1,3,low,medium,medium,low,low,low,low,low,medium,low
1272,1,3,low,medium,medium,medium,medium,low,low,low,medium,low
1273,1,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1274,1,2,low,low,low,low,low,low,low,low,low,low
1275,1,3,low,low,low,low,low,low,low,low,low,low
1276,1,3,low,low,medium,low,low,low,low,low,medium,low
1277,1,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1278,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1279,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1280,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1281,1,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1282,1,4,low,low,low,low,low,low,low,low,medium,low
1283,1,5,low,medium,medium,medium,medium,medium,low,medium,medium,low
1284,1,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1285,1,3,low,low,medium,low,low,low,low,low,low,low
1286,1,3,low,low,low,low,low,low,low,low,medium,low
1287,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1288,1,5,medium,medium,medium,medium,medium,low,medium,low,medium,low
1289,1,2,low,medium,medium,medium,medium,low,low,low,medium,low
1290,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1291,1,3,low,medium,low,medium,medium,low,low,low,medium,low
1292,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1293,1,3,low,low,low,low,low,low,low,low,low,low
1294,1,4,medium,medium,medium,medium,medium,low,medium,low,medium,low
1295,1,1,low,low,low,low,low,low,low,low,low,low
1296,1,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1297,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1298,1,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1299,1,5,low,medium,medium,medium,low,low,medium,medium,medium,low
1300,1,3,low,low,low,low,low,low,low,low,medium,low
1301,1,4,low,low,low,low,low,low,low,low,low,low
1302,1,4,low,low,low,low,low,low,low,low,low,low
1303,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1304,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1305,1,4,low,medium,low,medium,medium,low,medium,low,medium,low
1306,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1307,1,3,low,low,low,low,low,low,low,low,low,low
1308,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1309,1,5,low,low,low,low,low,low,low,low,low,low
1310,1,3,low,low,low,low,low,low,low,low,medium,low
1311,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1312,1,3,low,medium,low,medium,medium,low,low,low,medium,low
1313,1,4,low,low,low,low,low,low,low,low,low,low
1314,1,4,low,low,low,low,low,low,low,low,low,low
1315,1,4,low,low,low,medium,low,low,low,low,low,low
1316,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1317,1,5,low,low,low,low,low,low,low,low,low,low
1318,1,4,low,medium,low,low,low,low,low,low,low,low
1319,1,4,low,low,medium,medium,medium,low,low,medium,medium,low
1320,1,5,low,low,medium,medium,medium,low,medium,medium,medium,low
1321,1,5,low,medium,medium,medium,medium,low,low,low,medium,low
1322,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1323,1,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1324,1,3,low,medium,medium,medium,medium,low,low,medium,medium,low
1325,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1326,1,3,low,low,low,low,low,low,low,low,low,low
1327,1,4,low,medium,low,medium,medium,low,medium,low,medium,low
1328,1,4,low,medium,medium,medium,medium,low,low,low,medium,low
1329,1,3,low,low,low,medium,low,low,low,low,medium,low
1330,1,3,low,low,medium,low,medium,low,low,low,low,low
1331,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1332,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1333,1,3,low,low,low,medium,low,low,medium,low,medium,low
1334,1,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1335,1,3,low,medium,medium,medium,medium,low,low,low,medium,low
1336,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
1337,1,3,low,low,low,low,low,low,low,low,medium,low
1338,1,4,medium,low,medium,medium,medium,low,medium,medium,medium,low
1339,1,4,low,low,low,low,low,low,low,low,low,low
1340,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1341,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1342,1,3,low,medium,medium,low,low,low,low,low,low,low
1343,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1344,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1345,1,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
1346,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1347,1,4,low,medium,medium,low,medium,low,low,low,medium,low
1348,1,3,low,medium,low,low,low,low,low,low,medium,low
1349,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1350,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1351,1,3,low,low,low,low,low,low,low,low,low,low
1352,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1353,1,5,low,medium,medium,medium,low,low,medium,low,medium,low
1354,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1355,1,4,low,low,low,low,low,low,low,low,low,low
1356,1,3,low,low,low,low,low,low,low,low,low,low
1357,1,3,low,low,medium,low,medium,low,low,medium,medium,low
1358,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1359,1,4,low,low,low,medium,medium,low,medium,low,medium,low
1360,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1361,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1362,1,5,low,medium,medium,medium,medium,low,medium,medium,medium,low
1363,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
1364,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1365,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
1366,1,5,low,medium,low,medium,medium,low,low,low,medium,low
1367,1,2,low,low,low,low,low,low,medium,low,medium,low
1368,1,3,low,medium,medium,low,medium,low,medium,medium,medium,low
1369,1,4,medium,low,medium,low,low,low,medium,low,medium,low
1370,1,4,low,low,low,low,medium,low,low,low,medium,low
1371,1,5,low,low,low,medium,low,low,low,low,low,low
1372,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
1373,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1374,1,4,low,medium,low,medium,medium,low,medium,low,medium,low
1375,1,4,low,low,low,medium,low,low,low,low,low,low
1376,1,3,low,low,low,low,low,low,low,low,low,low
1377,1,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1378,1,5,low,medium,low,medium,low,low,low,low,low,low
1379,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1380,1,6,low,medium,low,medium,low,low,medium,low,medium,low
1381,1,4,low,low,medium,low,low,low,low,low,low,low
1382,1,4,medium,low,medium,medium,medium,low,medium,medium,medium,low
1383,1,3,low,low,low,low,low,low,low,low,low,low
1384,1,4,low,medium,medium,low,medium,low,low,medium,medium,low
1385,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1386,1,4,low,medium,medium,medium,medium,low,low,low,medium,low
1387,1,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
1388,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1389,1,3,low,low,low,low,low,low,low,low,low,low
1390,1,4,low,medium,low,low,low,low,low,low,medium,low
1391,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1392,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
1393,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1394,1,3,low,low,low,low,low,low,low,low,low,low
1395,1,3,low,low,low,low,medium,low,low,low,medium,low
1396,1,3,low,low,low,low,low,low,low,low,low,low
1397,1,3,low,medium,medium,low,low,low,low,low,medium,low
1398,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1399,1,3,low,medium,low,medium,medium,low,low,low,medium,low
1400,1,3,low,low,low,low,low,low,low,low,low,low
1401,1,5,medium,medium,low,medium,medium,low,medium,medium,medium,low
1402,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1403,1,4,low,low,low,low,low,low,low,low,low,low
1404,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1405,1,4,low,low,low,low,low,low,low,low,low,low
1406,1,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
1407,1,4,low,medium,medium,low,low,low,medium,low,medium,low
1408,1,5,low,low,low,medium,low,low,low,low,low,low
1409,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1410,1,4,low,medium,medium,low,medium,low,low,low,medium,low
1411,1,6,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1412,1,5,low,low,low,low,medium,low,medium,low,medium,low
1413,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1414,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,low
1415,1,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1416,1,3,low,low,low,low,low,low,low,low,low,low
1417,1,5,low,low,low,low,medium,low,low,medium,medium,low
1418,1,3,low,low,low,low,low,low,low,low,medium,low
1419,1,5,low,low,medium,medium,medium,low,medium,low,medium,low
1420,1,5,low,medium,low,medium,medium,low,low,low,medium,low
1421,1,3,low,low,low,low,low,low,low,low,low,low
1422,1,2,low,low,low,low,low,low,low,low,medium,low
1423,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1424,1,4,low,low,low,medium,medium,low,medium,low,medium,low
1425,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
1426,1,4,low,low,low,low,low,low,low,low,low,low
1427,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1428,1,2,low,low,low,low,low,low,low,low,medium,low
1429,1,3,low,medium,low,low,low,low,low,low,medium,low
1430,1,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
1431,1,4,low,low,low,low,low,low,low,low,low,low
1432,1,3,low,low,low,low,low,low,low,low,low,low
1433,1,4,low,low,low,low,low,low,low,low,low,low
1434,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1435,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1436,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1437,1,3,low,low,medium,medium,medium,low,medium,medium,medium,low
1438,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1439,1,4,low,low,low,medium,medium,low,low,low,medium,low
1440,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
1441,1,3,low,medium,medium,medium,medium,low,low,medium,medium,low
