essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
A0A2D6856B0E,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A0A56F7995D6,3.0,low,low,low,low,low,low,low,low,low,low
A0B2BF94231C,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A0B58CDB939A,3.0,low,low,low,low,low,low,low,low,low,low
A0B8C1FA3811,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A0BC5780C987,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A0D37DDFBE96,3.0,low,low,low,low,medium,low,low,low,medium,medium
A0D47C0DD67F,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A0E95D8119F7,2.5,low,low,low,low,low,low,low,low,low,low
A10755158FEF,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
A10E91E49973,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A1196779A15B,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A11969208401,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A18B82F7407B,4.0,medium,medium,low,low,medium,low,low,low,medium,medium
A1976FDEA9E2,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A1B06DEEA15C,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A1BFCDA12FB1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A1C1C0FE3C7A,2.0,low,low,low,low,low,low,low,low,low,low
A1CA2A691C98,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A1D0490FD324,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A1DC92E4E3C8,3.0,medium,high,medium,low,medium,medium,medium,medium,high,high
A1DE235AFFC8,2.5,low,low,low,low,low,low,low,low,low,low
A1EC959B8C13,4.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
A21A69767BEE,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
A22BC15DDB95,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A22EECAB91E9,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
A25E8EBA43CA,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A263E403FAC3,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A28940CA5863,3.0,low,low,low,low,low,low,low,low,low,low
A28E9B475935,3.5,low,low,low,low,low,low,low,low,low,low
A2957D006D28,4.0,medium,medium,low,low,medium,low,low,low,medium,medium
A2BA5F95C077,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
A2C232F3D92C,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A2CAB9C551B9,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A2EA2D3D0542,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A2EF5BCC488B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A336FB5F2623,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A33D66485059,2.0,low,low,low,low,medium,low,low,low,low,medium
A356547BF789,3.5,low,low,low,low,low,low,low,low,low,medium
A35B4B7CBD24,4.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
A35F3D111E9A,2.5,low,low,low,low,low,low,low,low,low,low
A366CC7B0D05,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A38187259EEE,3.5,low,low,low,low,low,low,low,low,low,low
A38A3B76558A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A39343536B4B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A394468CDEC1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A39660CA003E,3.5,low,medium,low,low,medium,medium,low,low,low,medium
A3A0AB366927,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
A3A5003C8AD1,4.0,medium,high,medium,high,medium,medium,medium,medium,high,high
A3C5DE6588D0,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A3C8FABB8B29,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A3E6A572C6E5,3.0,low,low,low,low,low,low,low,low,low,low
A3E9A1C9917B,3.5,low,low,low,low,low,low,low,low,medium,medium
A403FC7A8542,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A42A8E5FA4CD,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
A43F5C97F2E2,3.0,medium,low,low,low,medium,low,medium,low,medium,medium
A46DA0EA4F5D,2.5,low,low,low,low,medium,low,low,low,low,medium
A47106D7B784,3.5,low,medium,low,low,low,medium,low,low,low,medium
A484FD45778A,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
A495DAE52B0E,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A4A90A401002,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A4BBB301E3CE,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A4C46FEBBCC4,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A4CD4307D620,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A4DA4201903F,2.0,low,low,low,low,low,low,low,low,low,low
A4F11F4A76AE,3.0,low,medium,low,low,low,low,low,low,medium,medium
A5056E812783,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A5073B74C615,3.0,low,low,low,low,low,low,low,low,low,low
A50D4A87B19D,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A526E6F199BB,3.0,low,low,low,low,medium,low,low,low,low,medium
A53DEC5A2DE8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A54391563C0F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A5567EF4C8EA,3.0,low,low,low,low,low,low,low,low,low,medium
A56BCB594C0C,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A570CD64F0F9,5.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
A5B9C9F26FD6,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A5E657C1B23A,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
A5E9417DBC88,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A5F6E232286C,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A643E3470F54,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A66E85DB3C56,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A6745A8EE7AF,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
A68AABEAAB4B,3.5,low,medium,low,low,medium,medium,low,low,medium,medium
A6A6C7852F05,3.0,low,low,low,low,low,low,low,low,low,medium
A6AECACCFAA8,3.5,low,low,low,low,low,low,low,low,medium,medium
A6BE0FAFA04B,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
A72A4397F9F5,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A72F4E50ED92,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A72FE8731B45,3.5,low,low,low,low,low,low,low,low,low,low
A742ED869970,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A754F3AC48E3,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A7627F0E8E33,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A764E2DFDDD7,2.0,low,low,low,low,low,low,low,low,low,medium
A79B40F29DCA,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
A79D997C4B42,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
A7CC5A46675A,4.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
A7CEC076632B,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
A80542F83A7C,3.0,low,low,low,low,low,low,low,low,low,medium
A81E2C81BCAB,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A828480AA508,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A83B38711F26,2.0,low,low,low,low,low,low,low,low,low,low
A84FFDD09442,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
A87C80DEAB08,3.0,low,low,low,low,medium,low,low,low,medium,medium
A88BE59EEBAE,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
A88FB1D1C8BD,3.0,low,low,low,low,low,low,low,low,low,low
A8BB150F53AB,3.0,medium,medium,low,low,medium,low,low,low,medium,medium
A8D0ADC676C0,2.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
A8DFA8766B31,3.5,low,low,low,low,low,low,low,low,low,medium
A8F321EBF782,2.5,low,low,low,low,low,medium,low,low,medium,medium
A902D2DE1A8A,3.0,low,medium,low,low,low,medium,low,low,low,medium
A91103F63B19,3.5,medium,high,medium,medium,medium,medium,medium,medium,high,medium
A91E59572DA0,4.5,medium,high,medium,medium,medium,medium,medium,medium,high,medium
A9290F062546,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A93072F1F0EC,2.5,low,low,low,low,low,low,low,low,low,low
A93471B62AF5,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A9544F0E8868,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A975CBC4A7E8,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
A98482015F5A,4.5,medium,high,medium,high,medium,medium,medium,high,high,high
A9A0D8CE21B4,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A9A152AAFBE1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A9A6B5A288DC,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
A9ACA0A6ADE8,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
A9B3B0AEE38B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A9DA6C8A9555,2.5,low,low,low,low,low,low,low,low,low,medium
A9E9851F3E7E,4.0,low,low,low,low,low,low,low,low,low,low
A9F7B20A9483,2.0,low,low,low,low,low,low,low,low,low,low
AA0919FCDEDC,1.5,low,low,low,low,low,low,low,low,low,low
AA0CD6D22CA3,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
AA1ED5376761,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
AA2191D8D24E,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AA32237D75CE,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
AA416CED237D,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AA53069FF4B4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AA7B4CC7EE1B,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AA8DA5629CBC,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AA9B263544A9,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
AAAAA48F6FEB,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AAD6A5CBDDB9,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AADAFDCD9944,2.5,low,low,low,low,low,low,low,low,low,low
AAE16C990870,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AAF42F8A396F,3.0,low,medium,low,low,medium,low,low,low,low,medium
AB0686BA42E5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AB142AA123BC,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AB201C60C269,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AB2FD69DBACF,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AB37B00A93F1,2.5,low,low,low,low,low,low,low,low,low,low
AB6284069E18,3.0,low,low,low,low,low,low,low,low,low,low
AB75D2DC92B7,2.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
AB7823891008,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AB834A70D155,2.0,low,low,low,low,low,low,low,low,low,low
AB86BAABBF68,3.0,low,low,low,low,low,low,low,low,low,low
AB9527C4A312,2.0,low,low,low,low,low,low,low,low,low,low
AB9FC91ABAD7,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
ABA60F0BD289,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
ABBA50242CFA,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ABBE700093F0,2.0,low,low,low,low,medium,low,low,low,medium,medium
ABC59FCA6150,2.5,low,low,low,low,medium,low,low,low,medium,medium
ABD38929777A,2.5,low,low,low,low,low,low,low,low,low,low
ABEA8B5724EF,2.5,low,medium,low,low,medium,low,low,low,medium,medium
ABF21C9A2160,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ABFEE879153D,2.5,low,low,low,low,medium,medium,low,low,medium,medium
AC0AAA109FA6,2.0,low,low,low,low,low,low,low,low,low,low
AC1F60D0F85D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AC3111702C95,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AC5D4FAD6FDA,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AC6348A7ECB4,3.5,low,low,low,low,low,low,low,low,low,low
AC692F322516,3.5,low,low,low,low,low,low,low,low,low,medium
AC7AB280A93C,3.0,medium,medium,medium,medium,medium,medium,low,low,medium,medium
AC8331539332,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
AC9719A6A375,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ACA08DBF39EE,2.5,low,low,low,low,low,low,low,low,low,low
ACA1A45EE438,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
ACABA85B131B,2.5,low,low,low,low,low,low,low,low,low,low
ACAE11A04F63,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ACB4771E367E,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ACC830989D7A,3.0,medium,high,medium,high,medium,medium,medium,medium,high,high
ACE1BE41A8E0,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ACE3E472041C,2.5,low,low,low,low,low,low,low,low,low,low
ACEDBB3C81A0,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AD095F1ADE0A,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AD097EE6B6D7,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AD175892EC1C,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
AD19BF721C0F,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AD28F2915402,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AD53B357BD0D,4.5,medium,high,medium,high,medium,medium,medium,high,high,high
AD5621D2A958,3.5,low,low,low,low,medium,low,low,low,low,medium
AD5F7E8C127F,3.5,low,low,low,low,low,low,low,low,low,medium
AD6986B56719,4.5,medium,high,medium,high,medium,medium,medium,medium,high,high
AD72A536B54A,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AD730017246A,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
AD9CEE5A6FFF,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
ADC42265FD32,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
ADDFE045FED1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ADF1112226F4,3.5,low,low,low,low,low,low,low,low,low,medium
ADFE2CDB6FF1,2.5,low,low,low,low,low,low,low,low,low,low
AE0DB193F5B5,2.0,low,low,low,low,low,low,low,low,low,medium
AE156FEABF74,2.5,low,low,low,low,low,low,low,low,low,low
AE178808D4FB,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
AE262E9DC747,2.5,low,low,low,low,low,low,low,low,low,low
AE2E6B3472DB,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AE370D914104,3.0,low,low,low,low,low,low,low,low,low,low
AE83E9155405,2.0,low,low,low,low,low,low,low,low,low,medium
AE8A9585640A,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AECE763751DB,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AEDDD593BF0F,3.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
AEE8A576989C,2.0,low,low,low,low,low,low,low,low,low,low
AEEEF8816516,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AEF788DA28DE,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AF20176EB127,3.0,low,low,low,low,low,low,low,low,low,low
AF39DC7FF677,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
AF4A2E8AD2A5,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AF6E7702012F,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AF71C89CD199,2.5,low,low,low,low,low,low,low,low,low,medium
AF83C17B5451,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
AF8963C142A0,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
AF96A2176FB7,4.0,low,low,low,low,low,low,low,low,low,low
AF98232BDB08,2.5,low,low,low,low,low,low,low,low,low,medium
AF9F53EC3673,4.0,medium,high,medium,high,high,high,high,high,high,high
AFB5CC3E27EB,2.5,low,low,low,low,low,low,low,low,low,low
AFBC394080FC,2.5,medium,low,low,low,medium,low,low,low,medium,medium
AFC600D922F6,2.0,low,low,low,low,low,low,low,low,low,low
AFD325C9347D,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
AFE6CAE937D8,2.5,low,low,low,low,low,low,low,low,low,low
AFF314E99BF2,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
AFFCB27334C9,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
B03AB7243AE5,3.5,low,low,low,low,medium,low,low,low,low,medium
B046D31B68F0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
B04F96DEDE6B,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
B067F0CBE15C,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
B06DEBFFD2A8,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
B07B4B4428AB,3.0,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
B083862AF3B4,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
B08751C48DAB,3.0,low,low,low,low,low,low,low,low,low,low
B0B703E881B7,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
B0CDBB24465F,3.5,medium,medium,low,low,low,medium,low,low,medium,medium
B0D627CB7309,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
B0DFC5E93591,2.0,low,low,low,low,low,low,low,low,low,low
B106E3896C56,3.5,low,low,low,low,low,low,low,low,low,low
B110268BBFEC,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
B18BEE398BAD,2.5,low,low,low,low,low,low,low,low,low,low
B18CF330D3CD,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
B1A435B54D4A,3.0,low,low,low,low,low,low,low,low,low,low
B1AFACE6704E,5.0,high,high,high,high,high,high,high,high,high,high
B1BF25C4C28B,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
B1C410876D33,2.5,medium,low,low,low,medium,low,low,low,medium,medium
B1D135A74E3D,2.5,medium,medium,low,low,medium,medium,low,low,low,medium
