essay_id,Vocabulary_score,question1,question2,question3,question4,question5,question6
9DCB91B1F18D,3.5,medium,medium,medium,low,medium,medium
9DD22B9D10F4,4.0,medium,medium,medium,medium,medium,medium
9DDBBA28EBD0,3.5,medium,low,medium,low,low,medium
9DE684107A66,2.5,medium,medium,medium,medium,medium,medium
9DF267887BEB,4.0,low,low,low,low,low,low
9E1DFDF33C0B,3.0,medium,medium,medium,medium,medium,medium
9E21506EADC7,2.5,low,low,low,low,medium,low
9E2645222231,4.0,medium,low,medium,low,medium,low
9E40BFCC6F62,3.5,medium,medium,medium,medium,medium,medium
9E478C982AD0,2.5,medium,medium,medium,medium,medium,medium
9E49399B42B4,3.0,medium,medium,medium,medium,medium,medium
9E4F43374DD5,3.0,medium,medium,medium,medium,medium,medium
9E753C182039,3.0,medium,medium,medium,medium,medium,medium
9E817DB62497,3.0,medium,medium,medium,medium,medium,medium
9E8984D81AC3,3.5,medium,medium,medium,medium,medium,medium
9E8F3C6405CA,3.0,medium,medium,medium,medium,medium,medium
9E96EB0152A6,4.0,medium,medium,medium,medium,medium,medium
9EAB766AF4BE,3.0,medium,medium,medium,medium,medium,medium
9EADCECA2FB8,3.0,low,low,low,low,low,low
9EB5AA842FEF,2.5,low,low,low,low,medium,low
9EB7D09C785B,2.5,medium,medium,medium,medium,medium,medium
9EBA120196BC,3.0,medium,low,medium,low,medium,medium
9EBCC1131B13,4.0,medium,low,medium,medium,medium,low
9EC4A16802BF,4.5,medium,medium,medium,medium,medium,medium
9ED1E2DB0B0F,3.0,medium,medium,medium,medium,medium,medium
9EE9E6991968,2.5,low,low,low,low,medium,low
9F1230B269C1,3.0,medium,medium,medium,medium,medium,medium
9F1CC7603B64,3.5,medium,low,medium,low,medium,medium
9F27EAC1E27D,4.0,medium,medium,medium,medium,medium,medium
9F401E75755A,3.0,medium,medium,medium,medium,medium,medium
9F68BAB4FB63,3.0,low,low,low,low,low,low
9F7610DBE2DC,2.5,medium,medium,medium,medium,medium,medium
9F7E189A2DCF,3.0,medium,medium,medium,medium,medium,medium
9F803521F9A6,3.0,low,low,low,low,medium,low
9F9C42BD3B7A,4.5,medium,medium,medium,medium,medium,medium
9FA1ED280D8E,2.5,medium,medium,medium,medium,medium,medium
9FA90B94782E,4.0,medium,medium,medium,medium,medium,medium
9FAA62801E13,2.0,low,low,low,low,low,low
9FD1F622BAC3,2.5,low,low,low,low,low,low
9FDD8A146288,2.5,low,low,low,low,low,low
9FE2FE6E997E,4.0,medium,high,medium,medium,medium,medium
9FE689F5F44D,4.5,medium,high,high,high,medium,medium
A00A8837B25B,4.0,high,high,high,medium,medium,high
A0129E84B1D4,3.0,medium,medium,medium,medium,medium,medium
A02E1D0BEACF,4.0,medium,low,medium,low,medium,low
A04B4B412DB3,4.0,medium,medium,medium,medium,medium,medium
A055576C0F9E,3.0,medium,low,medium,low,medium,low
A094036DE672,3.5,medium,medium,medium,medium,medium,medium
A0A2D6856B0E,3.0,medium,medium,medium,medium,medium,medium
A0A56F7995D6,2.5,low,low,low,low,low,low
A0B2BF94231C,3.5,medium,medium,medium,medium,medium,medium
A0B58CDB939A,3.5,medium,low,low,low,medium,low
A0B8C1FA3811,3.5,medium,medium,medium,medium,medium,medium
A0BC5780C987,4.5,medium,medium,medium,medium,medium,medium
A0D37DDFBE96,3.5,medium,low,medium,low,medium,medium
A0D47C0DD67F,3.0,medium,medium,medium,medium,medium,medium
A0E95D8119F7,2.5,low,low,low,low,low,low
A10755158FEF,3.0,medium,medium,medium,medium,medium,medium
A10E91E49973,4.0,medium,medium,medium,medium,medium,medium
A1196779A15B,4.0,medium,medium,medium,medium,medium,medium
A11969208401,3.0,medium,medium,medium,medium,medium,medium
A18B82F7407B,3.5,medium,medium,medium,medium,medium,medium
A1976FDEA9E2,2.5,medium,medium,medium,medium,medium,medium
A1B06DEEA15C,3.5,medium,medium,medium,medium,medium,medium
A1BFCDA12FB1,3.5,medium,medium,medium,medium,medium,medium
A1C1C0FE3C7A,2.5,low,low,low,low,low,low
A1CA2A691C98,4.0,medium,medium,medium,medium,medium,medium
A1D0490FD324,3.5,medium,medium,medium,medium,medium,medium
A1DC92E4E3C8,4.0,medium,high,medium,medium,medium,medium
A1DE235AFFC8,3.0,low,low,low,low,low,low
A1EC959B8C13,4.5,medium,medium,medium,medium,medium,medium
A21A69767BEE,3.0,medium,medium,medium,medium,medium,medium
A22BC15DDB95,3.0,medium,medium,medium,medium,medium,medium
A22EECAB91E9,3.0,medium,medium,medium,medium,medium,medium
A25E8EBA43CA,3.0,medium,medium,medium,medium,medium,medium
A263E403FAC3,3.0,medium,medium,medium,low,medium,medium
A28940CA5863,3.0,low,low,low,low,low,low
A28E9B475935,3.0,low,low,low,low,medium,low
A2957D006D28,4.0,medium,medium,medium,medium,medium,medium
A2BA5F95C077,2.5,medium,medium,medium,low,medium,medium
A2C232F3D92C,3.0,medium,medium,medium,medium,medium,medium
A2CAB9C551B9,3.5,medium,medium,medium,medium,medium,medium
A2EA2D3D0542,4.0,medium,medium,medium,medium,medium,medium
A2EF5BCC488B,4.0,medium,medium,medium,medium,medium,medium
A336FB5F2623,3.5,medium,medium,medium,medium,medium,medium
A33D66485059,2.5,low,low,low,low,medium,low
A356547BF789,3.5,medium,medium,medium,low,medium,low
A35B4B7CBD24,3.0,medium,medium,medium,medium,medium,medium
A35F3D111E9A,3.0,low,low,low,low,low,low
A366CC7B0D05,4.0,medium,medium,medium,medium,medium,medium
A38187259EEE,3.5,low,low,low,low,medium,low
A38A3B76558A,3.5,medium,medium,high,medium,medium,medium
A39343536B4B,3.0,medium,medium,medium,medium,medium,medium
A394468CDEC1,3.5,medium,medium,medium,medium,medium,medium
A39660CA003E,3.5,low,low,low,low,medium,low
A3A0AB366927,3.5,medium,medium,medium,medium,medium,medium
A3A5003C8AD1,3.5,medium,medium,high,medium,medium,medium
A3C5DE6588D0,3.5,medium,medium,medium,medium,medium,medium
A3C8FABB8B29,3.5,medium,medium,medium,medium,medium,medium
A3E6A572C6E5,4.0,low,low,low,low,low,low
A3E9A1C9917B,4.0,medium,low,medium,medium,medium,medium
A403FC7A8542,3.0,medium,medium,medium,medium,medium,medium
A42A8E5FA4CD,2.5,medium,medium,medium,medium,medium,medium
A43F5C97F2E2,4.0,medium,low,medium,low,medium,low
A46DA0EA4F5D,3.0,medium,medium,medium,medium,medium,medium
A47106D7B784,2.5,medium,low,medium,low,medium,medium
A484FD45778A,3.0,medium,low,medium,low,medium,low
A495DAE52B0E,3.0,medium,medium,medium,medium,medium,medium
A4A90A401002,3.5,medium,medium,medium,medium,medium,medium
A4BBB301E3CE,3.5,medium,medium,medium,medium,medium,medium
A4C46FEBBCC4,3.0,medium,medium,medium,medium,medium,medium
A4CD4307D620,3.0,medium,medium,medium,medium,medium,medium
A4DA4201903F,2.5,low,low,low,low,low,low
A4F11F4A76AE,3.0,low,low,low,low,medium,low
A5056E812783,3.0,medium,medium,medium,medium,medium,medium
A5073B74C615,3.5,low,low,low,low,medium,low
A50D4A87B19D,3.0,medium,medium,medium,medium,medium,medium
A526E6F199BB,3.5,medium,medium,medium,low,medium,medium
A53DEC5A2DE8,3.0,medium,medium,medium,medium,medium,medium
A54391563C0F,3.5,medium,medium,medium,medium,medium,medium
A5567EF4C8EA,3.5,low,low,medium,low,medium,low
A56BCB594C0C,3.0,medium,medium,medium,medium,medium,medium
A570CD64F0F9,4.0,medium,medium,medium,medium,medium,medium
A5B9C9F26FD6,3.5,medium,low,medium,medium,medium,medium
A5E657C1B23A,4.0,medium,medium,high,medium,medium,medium
A5E9417DBC88,3.0,medium,medium,medium,medium,medium,medium
A5F6E232286C,3.5,medium,medium,medium,medium,medium,medium
A643E3470F54,3.0,medium,medium,medium,medium,medium,medium
A66E85DB3C56,3.5,medium,low,medium,low,medium,medium
A6745A8EE7AF,3.5,medium,medium,medium,low,medium,medium
A68AABEAAB4B,3.0,medium,low,medium,medium,medium,medium
A6A6C7852F05,3.0,low,low,low,low,medium,low
A6AECACCFAA8,3.0,medium,low,medium,medium,medium,medium
A6BE0FAFA04B,3.0,medium,medium,medium,medium,medium,medium
A72A4397F9F5,4.0,medium,high,medium,high,medium,medium
A72F4E50ED92,3.5,medium,medium,medium,medium,medium,medium
A72FE8731B45,4.0,low,low,low,low,low,low
A742ED869970,3.0,medium,medium,medium,medium,medium,medium
A754F3AC48E3,2.5,medium,medium,medium,medium,medium,medium
A7627F0E8E33,4.0,medium,medium,medium,medium,medium,medium
A764E2DFDDD7,3.0,low,low,medium,low,medium,low
A79B40F29DCA,3.5,medium,medium,medium,medium,medium,medium
A79D997C4B42,4.0,medium,medium,medium,medium,medium,medium
A7CC5A46675A,4.0,medium,medium,medium,medium,medium,medium
A7CEC076632B,3.0,medium,low,medium,medium,medium,medium
A80542F83A7C,3.5,medium,low,medium,low,medium,medium
A81E2C81BCAB,4.5,medium,medium,medium,medium,medium,medium
A828480AA508,3.0,medium,medium,medium,medium,medium,medium
A83B38711F26,2.5,low,low,low,low,low,low
A84FFDD09442,3.5,medium,medium,medium,medium,medium,medium
A87C80DEAB08,3.0,medium,low,medium,low,medium,medium
A88BE59EEBAE,3.0,medium,medium,medium,medium,medium,medium
A88FB1D1C8BD,3.5,medium,low,medium,low,medium,low
A8BB150F53AB,3.0,low,low,medium,low,medium,medium
A8D0ADC676C0,3.0,medium,medium,medium,medium,medium,medium
A8DFA8766B31,3.5,low,low,low,low,medium,low
A8F321EBF782,2.5,medium,low,medium,medium,medium,medium
A902D2DE1A8A,3.0,low,low,medium,low,medium,low
A91103F63B19,4.0,high,high,high,high,medium,medium
A91E59572DA0,5.0,medium,medium,high,medium,medium,medium
A9290F062546,3.5,medium,medium,medium,medium,medium,medium
A93072F1F0EC,3.0,low,low,low,low,low,low
A93471B62AF5,3.5,medium,medium,medium,medium,medium,medium
A9544F0E8868,4.0,medium,medium,medium,medium,medium,medium
A975CBC4A7E8,3.0,medium,medium,medium,medium,medium,medium
A98482015F5A,4.5,medium,medium,high,medium,medium,medium
A9A0D8CE21B4,2.5,medium,medium,medium,medium,medium,medium
A9A152AAFBE1,4.0,medium,medium,medium,medium,medium,medium
A9A6B5A288DC,3.0,medium,low,medium,medium,medium,medium
A9ACA0A6ADE8,3.5,medium,medium,medium,medium,medium,medium
A9B3B0AEE38B,3.5,medium,medium,medium,medium,medium,medium
A9DA6C8A9555,2.5,low,low,low,low,medium,low
A9E9851F3E7E,3.5,low,low,low,low,medium,low
A9F7B20A9483,3.0,low,low,low,low,low,low
AA0919FCDEDC,2.0,low,low,low,low,low,low
AA0CD6D22CA3,3.0,medium,medium,medium,medium,medium,medium
AA1ED5376761,4.0,medium,high,medium,medium,medium,medium
AA2191D8D24E,3.0,medium,medium,medium,medium,medium,medium
AA32237D75CE,2.5,medium,medium,medium,medium,medium,medium
AA416CED237D,3.5,medium,medium,medium,medium,medium,medium
AA53069FF4B4,3.5,medium,medium,medium,medium,medium,medium
AA7B4CC7EE1B,5.0,medium,medium,medium,medium,medium,medium
AA8DA5629CBC,2.5,medium,medium,medium,medium,medium,medium
AA9B263544A9,3.0,low,low,medium,low,medium,low
AAAAA48F6FEB,5.0,medium,medium,medium,medium,medium,medium
AAD6A5CBDDB9,4.0,medium,medium,medium,medium,medium,medium
AADAFDCD9944,3.0,low,low,low,low,low,low
AAE16C990870,2.5,medium,medium,medium,medium,medium,medium
AAF42F8A396F,3.0,medium,low,medium,low,medium,low
AB0686BA42E5,3.0,medium,medium,medium,medium,medium,medium
AB142AA123BC,3.0,medium,medium,medium,medium,medium,medium
AB201C60C269,3.5,medium,medium,medium,low,medium,medium
AB2FD69DBACF,3.0,medium,medium,medium,medium,medium,medium
AB37B00A93F1,2.5,low,low,low,low,low,low
AB6284069E18,3.0,low,low,low,low,low,low
AB75D2DC92B7,2.5,medium,medium,medium,medium,medium,medium
AB7823891008,2.5,medium,medium,medium,medium,medium,medium
AB834A70D155,3.0,low,low,low,low,medium,low
AB86BAABBF68,3.0,low,low,low,low,low,low
AB9527C4A312,3.5,low,low,low,low,low,low
AB9FC91ABAD7,3.0,medium,medium,medium,medium,medium,medium
ABA60F0BD289,3.0,medium,medium,medium,medium,medium,medium
ABBA50242CFA,3.5,medium,medium,medium,medium,medium,medium
ABBE700093F0,2.5,low,low,low,low,medium,low
ABC59FCA6150,3.0,medium,low,medium,low,medium,low
ABD38929777A,2.0,low,low,low,low,low,low
ABEA8B5724EF,2.5,medium,medium,medium,medium,medium,medium
ABF21C9A2160,2.5,medium,medium,medium,medium,medium,medium
ABFEE879153D,3.5,medium,medium,medium,low,medium,medium
AC0AAA109FA6,2.5,low,low,low,low,medium,low
AC1F60D0F85D,3.0,medium,medium,medium,medium,medium,medium
AC3111702C95,4.0,medium,medium,medium,medium,medium,medium
AC5D4FAD6FDA,4.5,medium,medium,medium,medium,medium,medium
AC6348A7ECB4,3.5,low,low,medium,low,medium,low
AC692F322516,3.5,medium,low,medium,low,medium,medium
AC7AB280A93C,4.0,medium,low,medium,low,medium,medium
AC8331539332,3.5,medium,medium,medium,medium,medium,medium
AC9719A6A375,4.0,medium,medium,medium,medium,medium,medium
ACA08DBF39EE,2.5,low,low,low,low,low,low
ACA1A45EE438,3.0,medium,low,medium,low,medium,medium
ACABA85B131B,3.0,low,low,low,low,low,low
ACAE11A04F63,3.5,medium,medium,medium,medium,medium,medium
ACB4771E367E,4.0,medium,medium,medium,medium,medium,medium
ACC830989D7A,4.0,high,high,high,medium,medium,medium
ACE1BE41A8E0,3.5,medium,medium,medium,medium,medium,medium
ACE3E472041C,3.5,medium,low,low,low,low,low
ACEDBB3C81A0,3.0,medium,medium,medium,medium,medium,medium
AD095F1ADE0A,2.5,medium,medium,medium,medium,medium,medium
AD097EE6B6D7,3.0,medium,medium,medium,low,medium,medium
AD175892EC1C,3.5,medium,medium,medium,medium,medium,medium
AD19BF721C0F,3.5,medium,medium,medium,medium,medium,medium
AD28F2915402,3.0,medium,medium,medium,medium,medium,medium
AD53B357BD0D,4.5,medium,medium,high,medium,medium,medium
AD5621D2A958,3.0,low,low,low,low,medium,low
AD5F7E8C127F,3.5,medium,low,low,low,medium,low
AD6986B56719,4.5,high,high,high,high,medium,medium
AD72A536B54A,2.5,medium,medium,medium,medium,medium,medium
AD730017246A,3.0,medium,medium,medium,medium,medium,medium
AD9CEE5A6FFF,3.0,medium,low,medium,medium,medium,medium
ADC42265FD32,3.0,medium,low,medium,low,medium,medium
ADDFE045FED1,3.5,medium,medium,medium,medium,medium,medium
ADF1112226F4,3.0,low,low,low,low,medium,low
ADFE2CDB6FF1,3.0,low,low,low,low,low,low
AE0DB193F5B5,3.0,low,low,low,low,low,low
AE156FEABF74,2.5,low,low,low,low,low,low
AE178808D4FB,3.5,medium,medium,medium,medium,medium,medium
AE262E9DC747,3.0,low,low,low,low,low,low
AE2E6B3472DB,3.0,medium,medium,medium,medium,medium,medium
AE370D914104,3.5,low,low,low,low,medium,low
AE83E9155405,2.0,medium,low,medium,medium,medium,low
AE8A9585640A,3.5,medium,medium,medium,medium,medium,medium
AECE763751DB,3.5,medium,medium,medium,medium,medium,medium
AEDDD593BF0F,3.0,medium,low,medium,low,medium,low
AEE8A576989C,3.0,low,low,low,low,medium,low
AEEEF8816516,3.0,medium,medium,medium,medium,medium,medium
AEF788DA28DE,4.0,medium,medium,medium,medium,medium,medium
AF20176EB127,3.0,low,low,low,low,medium,low
AF39DC7FF677,3.0,medium,medium,medium,medium,medium,medium
AF4A2E8AD2A5,4.0,medium,medium,medium,medium,medium,medium
AF6E7702012F,3.5,medium,medium,medium,medium,medium,medium
AF71C89CD199,3.0,low,low,low,low,medium,low
AF83C17B5451,3.0,medium,medium,medium,medium,medium,medium
AF8963C142A0,3.5,medium,medium,medium,medium,medium,medium
AF96A2176FB7,3.5,low,low,low,low,medium,low
AF98232BDB08,3.0,low,low,low,low,medium,low
AF9F53EC3673,4.5,medium,high,high,medium,medium,high
AFB5CC3E27EB,3.0,low,low,low,low,low,low
AFBC394080FC,2.5,medium,medium,medium,medium,medium,medium
AFC600D922F6,3.0,low,low,low,low,low,low
AFD325C9347D,3.0,medium,medium,medium,medium,medium,medium
AFE6CAE937D8,3.0,low,low,low,low,low,low
AFF314E99BF2,3.0,medium,medium,medium,medium,medium,medium
AFFCB27334C9,3.5,medium,medium,medium,medium,medium,medium
B03AB7243AE5,3.0,medium,medium,medium,medium,medium,medium
B046D31B68F0,2.5,medium,medium,medium,low,medium,medium
B04F96DEDE6B,2.5,medium,medium,medium,medium,medium,medium
B067F0CBE15C,3.5,medium,low,medium,medium,medium,medium
B06DEBFFD2A8,3.0,medium,medium,medium,medium,medium,medium
B07B4B4428AB,3.5,medium,medium,medium,medium,medium,medium
B083862AF3B4,3.0,low,low,medium,low,low,low
B08751C48DAB,3.5,low,low,low,low,low,low
B0B703E881B7,3.5,medium,medium,medium,medium,medium,medium
B0CDBB24465F,3.5,medium,low,medium,low,medium,medium
B0D627CB7309,4.5,medium,medium,medium,medium,medium,medium
B0DFC5E93591,2.0,low,low,low,low,low,low
B106E3896C56,3.0,low,low,low,low,low,low
B110268BBFEC,3.5,medium,medium,medium,medium,medium,medium
B18BEE398BAD,2.5,low,low,low,low,low,low
B18CF330D3CD,4.0,medium,medium,medium,medium,medium,medium
B1A435B54D4A,3.0,low,low,low,low,low,low
B1AFACE6704E,5.0,high,high,high,high,high,high
B1BF25C4C28B,4.0,medium,medium,medium,medium,medium,medium
B1C410876D33,3.0,medium,low,low,low,medium,low
B1D135A74E3D,3.0,medium,medium,medium,medium,medium,medium
B1E1608C016D,3.5,high,high,high,high,medium,medium
B1E8A95B0939,3.0,medium,medium,medium,medium,medium,medium
B204869FA146,3.5,medium,low,medium,low,medium,low
B2055DB7B29E,3.0,medium,medium,medium,medium,medium,medium
B2123357B114,3.0,medium,medium,medium,medium,medium,medium
B23BDDB4B5FA,4.0,medium,medium,medium,medium,medium,medium
B261F438E0DA,3.0,medium,medium,medium,medium,medium,medium
B279118BA2EC,2.5,low,low,low,low,low,low
B2919590BDB0,2.5,medium,medium,medium,medium,medium,medium
B2AD2177A42C,4.0,medium,medium,medium,medium,medium,medium
B2B6C25D967A,2.5,medium,low,medium,medium,medium,low
B2C32E74812E,3.0,medium,medium,medium,medium,medium,medium
B2D03F892B0D,3.0,medium,medium,medium,medium,medium,medium
B2DAE4CC6597,4.0,medium,medium,medium,medium,medium,medium
B312F104B015,4.0,medium,medium,medium,medium,medium,medium
B3145EA3395B,2.5,low,low,low,low,low,low
B31D05A5A9CB,3.0,medium,medium,medium,medium,medium,medium
B3241FAB44C9,3.5,medium,medium,medium,medium,medium,medium
B32F41984B27,2.5,low,low,low,low,low,low
B3493FBE6476,3.5,medium,medium,medium,medium,medium,medium
B370B0D18727,4.0,medium,medium,medium,medium,medium,medium
B379CB700CCD,3.0,low,low,medium,low,medium,medium
B37D0A9D7859,3.5,medium,medium,medium,medium,medium,medium
B385E5EE33B9,3.0,medium,medium,medium,medium,medium,medium
B39F335086FB,3.5,medium,medium,medium,medium,medium,medium
B3AAF502DFFE,3.5,medium,high,medium,medium,medium,medium
B3AB4E6C5678,3.0,medium,medium,medium,medium,medium,medium
B3B9D116021C,3.5,medium,medium,medium,medium,medium,medium
B3F0F2F6487F,3.0,medium,medium,medium,medium,medium,medium
B3F18E671DF2,3.5,medium,low,low,low,medium,low
B403A4E28BCE,3.0,medium,medium,medium,medium,medium,medium
B407B3F81C9F,3.5,medium,medium,medium,medium,medium,medium
B41ED2C0C016,3.0,medium,medium,medium,medium,medium,medium
B459B5B87707,3.5,high,high,high,high,medium,medium
B469122B9ACB,3.0,medium,medium,medium,medium,medium,low
B46E31AA2653,3.5,medium,medium,medium,medium,medium,medium
B4994C771190,2.5,low,low,low,low,low,low
B49D86AC2062,3.0,medium,medium,medium,medium,medium,medium
B4B2CB4AA07F,3.5,medium,medium,medium,medium,medium,medium
B4B82E063D04,2.5,medium,medium,medium,medium,medium,medium
B4B8BEB77C2E,3.0,medium,medium,medium,medium,medium,medium
B4CBDAF1161C,4.0,medium,medium,medium,medium,medium,medium
B4CF5269C465,3.5,medium,low,medium,low,medium,low
B50C9D328FAD,4.5,medium,high,high,medium,high,medium
B5106AB5C81C,2.5,low,low,low,low,medium,low
B543953F757A,3.0,medium,medium,medium,medium,medium,medium
B548BF7A2A8F,3.0,low,low,low,low,low,low
B54DBEF87F11,3.0,low,low,medium,low,medium,medium
B558AFC603D4,3.0,medium,medium,medium,medium,medium,medium
B5618012B782,2.5,low,low,low,low,low,low
B5663D6B5854,3.0,low,low,low,low,low,low
B596C01C5E87,3.5,medium,low,medium,medium,medium,medium
B59B6731525B,3.0,medium,medium,medium,medium,medium,medium
B5AA232A7261,2.0,low,low,low,low,low,low
B5AE26EEE247,3.5,medium,medium,medium,medium,medium,medium
B5FF33681C22,3.5,medium,medium,medium,medium,medium,medium
B5FFED1536FE,3.0,medium,medium,medium,medium,medium,medium
B68C62AB1515,4.5,medium,medium,medium,medium,medium,medium
B6A5721D64C1,3.5,medium,medium,medium,medium,medium,medium
B6ADED946A1A,3.0,medium,low,medium,medium,medium,medium
B6B85CE5C8F5,4.5,medium,medium,medium,medium,medium,medium
B6D958C73D90,2.5,low,low,low,low,medium,low
B6E9E12159E3,3.0,medium,medium,medium,medium,medium,medium
B6EB1835EBE0,2.5,low,low,low,low,low,low
B6F445EE304C,3.0,medium,medium,medium,medium,medium,medium
B7053BDF5BA0,3.5,medium,medium,medium,medium,medium,medium
B7075CD10BCC,3.5,medium,low,medium,low,medium,low
B727B720430B,4.0,medium,medium,medium,medium,medium,medium
B7291A99BF2E,2.5,low,low,low,low,medium,low
B7350254EE93,3.5,medium,medium,medium,medium,medium,medium
B744CD534ADB,3.5,medium,medium,medium,medium,medium,medium
