essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
9713,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9714,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9715,4,1,high,high,high,high,high,medium,medium,high,high,high
9716,4,0,medium,high,high,high,high,high,medium,high,high,high
9717,4,2,medium,medium,medium,high,medium,medium,medium,medium,high,medium
9718,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9719,4,0,low,low,low,low,low,medium,low,low,low,low
9720,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9721,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9722,4,1,medium,high,high,high,medium,medium,low,medium,high,medium
9723,4,2,high,high,high,high,high,high,medium,high,high,high
9724,4,1,medium,medium,high,medium,medium,medium,medium,high,high,medium
9725,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9726,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9727,4,3,high,high,high,high,high,high,medium,high,high,high
9728,4,0,low,low,medium,medium,low,low,low,low,low,low
9729,4,2,medium,high,high,high,medium,high,low,medium,high,high
9730,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9731,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9732,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9733,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9734,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9735,4,0,low,medium,medium,medium,low,low,low,medium,low,medium
9736,4,0,high,high,high,high,high,medium,low,high,high,high
9737,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9738,4,2,high,high,high,high,high,high,medium,high,high,high
9739,4,2,medium,medium,medium,high,medium,medium,medium,medium,high,medium
9740,4,1,high,high,high,high,high,high,medium,high,high,high
9741,4,2,medium,high,high,high,medium,high,medium,high,high,high
9742,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9743,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9744,4,3,high,high,high,high,high,high,low,high,high,high
9745,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
9746,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9747,4,0,low,medium,medium,medium,low,low,low,medium,low,medium
9748,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9749,4,0,low,medium,medium,medium,medium,low,low,medium,low,low
9750,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9751,4,1,low,medium,medium,medium,low,low,low,low,low,medium
9752,4,1,medium,medium,high,high,medium,medium,low,medium,high,medium
9753,4,2,medium,high,high,high,high,medium,low,high,high,high
9754,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9755,4,2,high,high,high,high,high,high,low,high,high,high
9756,4,0,low,low,low,low,low,low,low,low,low,low
9757,4,0,low,low,medium,low,low,low,low,low,low,low
9758,4,2,medium,high,high,high,high,medium,medium,high,high,medium
9759,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9760,4,3,high,high,high,high,high,high,medium,high,high,high
9761,4,2,high,high,high,high,medium,medium,medium,high,high,high
9762,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9763,4,0,medium,medium,medium,medium,low,low,low,medium,low,medium
9764,4,2,medium,high,high,high,medium,medium,low,medium,high,high
9765,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9766,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9767,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9768,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9769,4,0,low,low,medium,low,low,low,low,low,low,low
9770,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9771,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9772,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9773,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9774,4,0,low,medium,medium,medium,low,medium,medium,low,low,low
9775,4,0,low,medium,high,medium,low,medium,low,low,low,low
9776,4,1,medium,medium,high,high,medium,medium,low,medium,high,high
9777,4,2,high,high,high,high,medium,medium,low,high,high,high
9778,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9779,4,0,low,low,medium,medium,low,low,low,low,low,low
9780,4,3,high,high,high,high,high,high,low,high,high,high
9781,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9782,4,1,medium,high,high,high,medium,high,low,high,high,high
9783,4,2,high,high,high,high,medium,medium,low,high,high,high
9784,4,2,medium,high,high,medium,medium,medium,low,high,high,medium
9785,4,1,medium,medium,medium,medium,medium,low,low,medium,low,medium
9786,4,1,medium,high,high,high,medium,medium,medium,medium,high,high
9787,4,1,low,medium,medium,medium,low,low,low,medium,low,medium
9788,4,3,high,high,high,high,high,high,medium,high,high,high
9789,4,2,medium,medium,high,medium,medium,medium,medium,high,high,medium
9790,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9791,4,3,medium,high,high,high,medium,medium,low,high,high,high
9792,4,2,medium,high,high,high,medium,medium,low,medium,high,medium
9793,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9794,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9795,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9796,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
9797,4,1,medium,high,high,high,high,medium,medium,high,high,medium
9798,4,2,medium,high,high,high,medium,medium,medium,medium,high,high
9799,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9800,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9801,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9802,4,0,medium,medium,high,medium,high,medium,medium,medium,high,medium
9803,4,1,medium,medium,medium,medium,low,low,low,medium,low,medium
9804,4,0,medium,high,high,high,medium,medium,low,high,high,high
9805,4,1,medium,high,high,high,medium,medium,low,high,high,high
9806,4,1,low,low,medium,low,low,low,low,low,low,low
9807,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9808,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9809,4,0,low,medium,medium,medium,medium,medium,low,medium,low,low
9810,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9811,4,3,medium,high,high,high,medium,medium,medium,high,high,high
9812,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9813,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9814,4,1,low,medium,medium,medium,low,low,low,medium,low,low
9815,4,0,medium,high,high,high,high,medium,medium,high,high,high
9816,4,3,high,high,high,high,high,medium,medium,high,high,high
9817,4,1,high,high,high,high,high,high,medium,high,high,high
9818,4,1,medium,high,medium,medium,medium,medium,low,high,high,medium
9819,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9820,4,3,medium,high,high,high,medium,high,low,high,high,high
9821,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
9822,4,2,high,high,high,high,medium,high,low,high,high,high
9823,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9824,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9825,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9826,4,2,medium,high,high,high,medium,medium,high,high,high,high
9827,4,1,medium,medium,high,high,medium,medium,medium,high,high,medium
9828,4,2,medium,medium,high,high,medium,medium,low,high,high,high
9829,4,3,high,high,high,high,high,high,medium,high,high,high
9830,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9831,4,2,medium,high,medium,medium,medium,high,medium,high,high,medium
9832,4,2,medium,high,high,high,high,high,medium,high,high,high
9833,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9834,4,0,low,low,low,low,low,low,low,low,low,low
9835,4,1,medium,medium,high,high,medium,low,medium,medium,high,high
9836,4,2,medium,high,high,high,medium,medium,low,high,high,medium
9837,4,0,low,low,low,low,low,low,low,low,low,low
9838,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9839,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9840,4,0,medium,medium,high,medium,low,low,low,low,low,medium
9841,4,2,medium,high,medium,medium,medium,medium,medium,high,high,medium
9842,4,1,low,low,low,low,low,low,low,low,low,low
9843,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9844,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9845,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9846,4,2,high,high,high,high,high,high,low,high,high,high
9847,4,3,high,high,high,high,high,high,medium,high,high,high
9848,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
9849,4,2,medium,high,high,high,medium,medium,medium,medium,high,high
9850,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9851,4,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9852,4,3,high,high,high,high,high,medium,medium,high,high,high
9853,4,1,medium,medium,medium,medium,medium,medium,low,medium,low,medium
9854,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9855,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9856,4,2,medium,high,high,medium,high,high,low,high,high,medium
9857,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9858,4,1,medium,medium,high,high,medium,medium,low,high,high,high
9859,4,3,medium,high,high,high,medium,medium,medium,high,high,medium
9860,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9861,4,2,high,high,high,high,medium,medium,low,high,high,high
9862,4,0,low,low,low,low,low,low,low,low,low,low
9863,4,1,low,medium,high,medium,low,low,low,low,low,medium
9864,4,1,medium,medium,high,medium,medium,medium,low,high,high,medium
9865,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9866,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9867,4,0,low,low,medium,low,low,low,low,low,low,low
9868,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9869,4,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9870,4,2,low,low,high,low,low,low,low,low,low,low
9871,4,0,low,low,low,low,low,low,low,low,low,low
9872,4,1,medium,high,high,high,medium,medium,medium,high,high,medium
9873,4,2,medium,medium,high,high,medium,medium,medium,high,high,medium
9874,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9875,4,3,medium,medium,medium,medium,medium,high,medium,medium,high,medium
9876,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9877,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9878,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9879,4,0,low,medium,medium,medium,low,low,low,low,low,low
9880,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9881,4,2,medium,high,high,high,medium,high,medium,medium,high,medium
9882,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9883,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9884,4,1,medium,high,high,high,medium,medium,low,high,high,high
9885,4,0,low,low,medium,low,low,medium,low,low,low,low
9886,4,1,medium,high,high,high,medium,medium,medium,high,high,high
9887,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9888,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
9889,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9890,4,0,low,low,medium,low,low,low,low,low,low,low
9891,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9892,4,0,medium,high,high,high,high,medium,medium,medium,high,high
9893,4,1,medium,high,high,high,medium,medium,high,high,high,high
9894,4,0,low,low,medium,medium,low,low,low,low,low,low
9895,4,0,medium,medium,high,high,medium,medium,medium,medium,high,medium
9896,4,0,medium,medium,medium,medium,low,low,low,low,medium,medium
9897,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9898,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9899,4,2,medium,high,high,high,medium,medium,low,high,high,high
9900,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9901,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9902,4,0,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9903,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9904,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9905,4,1,low,medium,medium,medium,low,low,low,medium,medium,medium
9906,4,2,medium,high,high,high,high,medium,medium,high,high,high
9907,4,1,medium,high,high,high,medium,medium,medium,medium,high,medium
9908,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9909,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9910,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9911,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9912,4,1,medium,high,medium,medium,medium,high,low,high,high,medium
9913,4,0,low,medium,medium,medium,medium,low,low,medium,medium,medium
9914,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9915,4,0,low,low,low,low,low,low,low,low,low,low
9916,4,0,low,low,medium,low,low,low,low,low,low,low
9917,4,3,medium,high,high,high,medium,medium,low,high,high,high
9918,4,1,medium,medium,high,high,medium,medium,low,high,high,medium
9919,4,3,high,high,high,high,high,high,low,high,high,high
9920,4,1,medium,high,high,medium,medium,medium,medium,high,high,medium
9921,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9922,4,0,low,low,high,low,low,low,low,low,low,low
9923,4,1,medium,medium,high,high,medium,medium,low,medium,medium,medium
9924,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9925,4,3,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9926,4,2,medium,high,high,high,medium,medium,low,medium,high,high
9927,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9928,4,3,medium,high,high,high,medium,medium,low,high,high,high
9929,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
9930,4,0,low,low,high,low,low,low,medium,medium,low,low
9931,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9932,4,3,medium,high,high,high,medium,medium,medium,high,high,medium
9933,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9934,4,3,high,high,high,high,high,high,medium,high,high,high
9935,4,2,medium,high,high,high,medium,medium,low,high,high,medium
9936,4,0,medium,medium,high,medium,medium,low,low,low,medium,medium
9937,4,2,high,high,high,high,high,high,high,high,high,high
9938,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9939,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9940,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9941,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9942,4,3,high,high,high,high,high,high,medium,high,high,high
9943,4,0,low,medium,medium,medium,medium,low,low,medium,low,low
9944,4,0,low,medium,high,low,medium,high,high,high,high,low
9945,4,0,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
