essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
3067,2,3,low,low,low,low,low,low,low,low,medium
3068,2,1,low,low,low,low,low,low,low,low,medium
3069,2,2,medium,medium,medium,medium,low,medium,low,low,medium
3070,2,2,medium,medium,medium,medium,low,medium,low,low,medium
3071,2,3,low,low,low,low,low,low,low,low,low
3072,2,3,low,low,low,low,low,low,low,low,low
3073,2,3,high,high,high,low,high,high,high,low,medium
3074,2,4,medium,medium,medium,high,medium,high,high,medium,medium
3075,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3076,2,2,low,low,low,low,low,low,low,low,low
3077,2,3,high,high,high,high,high,high,high,medium,high
3078,2,1,low,low,low,low,low,low,low,low,low
3079,2,3,low,low,low,low,low,low,low,low,low
3080,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3081,2,3,medium,low,low,low,low,medium,low,low,medium
3082,2,3,medium,medium,low,low,medium,medium,low,low,medium
3083,2,2,low,low,low,low,low,low,low,low,low
3084,2,4,medium,medium,low,low,low,medium,low,low,medium
3085,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3086,2,2,low,low,low,low,low,low,low,low,medium
3087,2,3,low,low,low,low,low,low,low,low,low
3088,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3089,2,4,medium,medium,medium,medium,low,low,low,low,medium
3090,2,3,low,low,low,low,low,low,low,low,low
3091,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3092,2,2,low,low,low,low,low,low,low,low,low
3093,2,4,medium,low,low,low,low,medium,low,low,medium
3094,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3095,2,1,low,low,low,low,low,low,low,low,low
3096,2,1,medium,low,low,low,low,medium,low,low,medium
3097,2,2,low,low,low,low,low,low,low,low,low
3098,2,3,medium,medium,low,medium,medium,medium,low,low,medium
3099,2,3,low,low,low,low,low,low,low,low,low
3100,2,2,low,low,low,low,low,low,low,low,low
3101,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3102,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3103,2,3,low,low,low,low,low,low,low,low,low
3104,2,5,medium,medium,low,low,medium,high,low,low,medium
3105,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3106,2,5,medium,medium,low,medium,medium,medium,high,low,medium
3107,2,4,medium,medium,low,medium,medium,medium,medium,medium,medium
3108,2,4,high,high,high,high,high,high,high,medium,high
3109,2,2,medium,low,low,low,medium,medium,low,low,medium
3110,2,2,low,low,low,low,low,low,low,low,low
3111,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3112,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3113,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3114,2,4,medium,low,low,low,medium,medium,low,low,medium
3115,2,3,medium,medium,low,low,low,medium,low,low,medium
3116,2,4,medium,medium,low,low,low,medium,low,low,medium
3117,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3118,2,1,low,low,low,low,low,low,low,low,low
3119,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3120,2,4,low,low,low,low,low,low,low,low,low
3121,2,4,medium,medium,medium,medium,medium,medium,high,medium,medium
3122,2,3,medium,medium,low,low,low,medium,medium,low,medium
3123,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
3124,2,5,medium,medium,low,medium,medium,medium,medium,low,medium
3125,2,3,medium,medium,low,low,low,low,low,low,medium
3126,2,3,low,low,low,low,low,low,low,low,low
3127,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3128,2,3,low,low,low,low,low,low,low,low,low
3129,2,4,medium,medium,low,low,low,low,low,low,low
3130,2,2,low,low,low,low,low,low,low,low,low
3131,2,4,medium,medium,medium,medium,low,low,medium,low,medium
3132,2,2,low,low,low,low,low,low,low,low,low
3133,2,3,medium,medium,low,low,medium,medium,low,low,medium
3134,2,3,low,low,low,low,low,medium,low,low,low
3135,2,2,low,low,low,low,low,low,low,low,low
3136,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3137,2,3,medium,medium,medium,low,low,medium,low,low,medium
3138,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3139,2,2,low,low,low,low,low,low,low,low,low
3140,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3141,2,3,low,low,low,low,low,low,low,low,low
3142,2,4,medium,medium,medium,low,low,medium,medium,low,medium
3143,2,2,low,low,low,low,low,low,low,low,low
3144,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3145,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3146,2,3,medium,low,low,medium,low,medium,low,low,medium
3147,2,1,low,low,low,low,low,low,low,low,low
3148,2,3,medium,medium,medium,low,medium,medium,low,low,medium
3149,2,2,low,low,low,low,low,low,low,low,low
3150,2,3,high,medium,medium,medium,medium,high,high,medium,high
3151,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
3152,2,3,medium,low,low,low,medium,medium,medium,low,medium
3153,2,3,low,low,low,low,low,low,low,low,low
3154,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3155,2,2,medium,low,low,low,medium,medium,low,low,medium
3156,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3157,2,3,medium,medium,low,medium,low,low,medium,low,medium
3158,2,2,low,low,low,low,low,medium,low,low,medium
3159,2,1,low,low,low,low,low,low,low,low,low
3160,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3161,2,2,low,low,low,low,low,low,low,low,low
3162,2,5,medium,medium,high,high,high,high,high,low,high
3163,2,6,medium,medium,low,low,low,low,medium,low,medium
3164,2,2,medium,low,low,low,low,low,low,low,medium
3165,2,4,medium,medium,medium,low,medium,medium,low,low,medium
3166,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3167,2,4,low,low,low,low,low,low,low,low,low
3168,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
3169,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3170,2,2,low,low,low,low,low,low,low,low,low
3171,2,5,low,low,low,low,low,low,low,low,low
3172,2,3,low,low,low,low,low,low,low,low,low
3173,2,2,low,low,low,low,low,low,low,low,low
3174,2,2,low,low,low,low,low,low,low,low,low
3175,2,4,medium,medium,low,low,medium,medium,low,low,medium
3176,2,3,low,low,low,low,low,low,low,low,low
3177,2,1,low,low,low,low,low,low,low,low,low
3178,2,5,medium,high,medium,medium,medium,medium,medium,medium,medium
3179,2,3,medium,medium,low,low,medium,medium,medium,low,medium
3180,2,4,medium,medium,low,low,low,low,low,low,medium
3181,2,4,medium,medium,medium,medium,medium,high,medium,medium,medium
3182,2,2,low,low,low,low,low,low,low,low,low
3183,2,3,low,low,low,low,low,low,low,low,low
3184,2,2,low,low,low,low,low,low,low,low,low
3185,2,3,medium,low,low,low,low,medium,low,medium,medium
3186,2,1,medium,medium,medium,low,medium,medium,low,low,medium
3187,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3188,2,2,low,low,low,low,low,low,low,low,low
3189,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3190,2,3,medium,medium,low,low,medium,medium,low,low,medium
3191,2,3,low,low,low,low,low,low,low,low,low
3192,2,4,low,low,low,low,low,medium,low,low,low
3193,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3194,2,3,medium,medium,medium,low,low,medium,medium,low,medium
3195,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3196,2,2,low,low,low,low,low,low,low,low,low
3197,2,2,medium,medium,medium,medium,low,medium,low,low,medium
3198,2,3,medium,medium,low,low,low,medium,low,low,medium
3199,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3200,2,4,medium,medium,low,low,medium,medium,low,low,medium
3201,2,4,low,low,low,low,low,low,low,low,low
3202,2,4,medium,low,low,low,low,medium,medium,low,medium
3203,2,3,medium,medium,low,low,low,medium,low,low,medium
3204,2,2,medium,low,medium,low,medium,medium,medium,low,medium
3205,2,2,medium,medium,low,medium,medium,medium,medium,low,medium
3206,2,3,low,low,low,low,low,low,low,low,low
3207,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
3208,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3209,2,1,low,low,low,low,low,low,low,low,low
3210,2,3,medium,low,low,low,low,medium,low,low,medium
3211,2,2,low,low,low,low,low,low,low,low,low
3212,2,5,high,high,high,high,medium,high,high,low,high
3213,2,4,medium,medium,low,low,medium,medium,low,low,medium
3214,2,5,high,high,high,medium,medium,medium,high,low,high
3215,2,1,medium,low,low,low,low,medium,low,low,medium
3216,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3217,2,3,medium,medium,low,low,medium,medium,medium,medium,medium
3218,2,3,low,low,low,low,low,medium,low,low,low
3219,2,4,medium,medium,medium,medium,medium,high,high,low,medium
3220,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3221,2,2,low,low,low,low,low,low,low,low,low
3222,2,2,medium,low,low,low,low,low,low,low,medium
3223,2,2,low,medium,medium,low,low,low,low,low,medium
3224,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3225,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
3226,2,3,medium,medium,low,low,medium,medium,low,low,medium
3227,2,2,low,low,low,low,medium,medium,low,low,medium
3228,2,3,medium,high,high,medium,medium,medium,high,medium,medium
3229,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3230,2,1,low,low,low,low,low,low,low,low,low
3231,2,3,low,low,low,low,low,low,low,low,low
3232,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3233,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3234,2,2,medium,medium,medium,low,medium,medium,medium,low,medium
3235,2,3,low,low,low,low,low,low,low,low,low
3236,2,3,medium,medium,low,low,medium,medium,high,low,medium
3237,2,1,medium,medium,low,medium,medium,medium,medium,low,medium
3238,2,2,low,low,low,low,low,low,low,low,low
3239,2,3,low,low,low,low,low,low,low,low,low
3240,2,1,low,low,low,low,low,low,low,low,low
3241,2,1,low,low,low,low,low,low,low,low,low
3242,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3243,2,3,low,low,low,low,low,low,low,low,medium
3244,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3245,2,1,medium,low,low,low,low,low,low,low,medium
3246,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3247,2,3,medium,medium,medium,low,medium,medium,low,low,medium
3248,2,4,medium,low,low,low,low,low,low,low,low
3249,2,5,medium,low,low,low,low,medium,low,low,medium
3250,2,1,low,low,low,low,low,low,low,low,low
3251,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3252,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3253,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3254,2,5,low,low,low,low,low,low,low,low,high
3255,2,2,low,medium,low,low,low,low,low,low,low
3256,2,2,low,low,low,low,low,medium,low,low,low
3257,2,1,low,low,low,low,low,low,low,low,low
3258,2,3,medium,medium,low,medium,medium,medium,low,low,medium
3259,2,2,low,low,low,low,low,low,low,low,low
3260,2,3,low,low,low,low,low,low,low,low,low
3261,2,3,medium,medium,medium,medium,low,low,medium,low,medium
3262,2,3,low,low,low,low,low,low,low,low,low
3263,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3264,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3265,2,4,low,low,low,low,low,low,low,low,low
3266,2,4,medium,medium,high,high,medium,medium,medium,low,medium
3267,2,4,low,low,low,low,medium,medium,low,low,low
3268,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3269,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3270,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3271,2,3,low,low,low,low,low,low,low,low,low
3272,2,1,low,low,low,low,low,low,low,low,low
3273,2,4,low,low,low,low,low,low,low,low,low
3274,2,4,medium,high,high,medium,medium,medium,medium,low,medium
3275,2,5,medium,medium,medium,low,medium,medium,medium,low,medium
3276,2,2,medium,medium,low,low,medium,medium,low,low,medium
3277,2,4,medium,medium,low,low,medium,medium,high,low,medium
3278,2,3,medium,medium,low,low,low,low,low,low,medium
3279,2,4,medium,medium,low,low,low,medium,low,low,medium
3280,2,2,medium,medium,low,low,medium,medium,low,low,medium
3281,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3282,2,4,medium,medium,low,low,low,medium,low,low,medium
3283,2,2,low,low,low,low,low,low,low,low,low
3284,2,4,medium,low,low,medium,medium,medium,medium,low,medium
3285,2,2,medium,medium,low,low,low,low,low,low,medium
3286,2,4,low,low,low,low,low,low,low,low,low
3287,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
3288,2,4,medium,medium,medium,medium,medium,medium,high,medium,medium
3289,2,2,medium,medium,medium,medium,low,low,low,low,medium
3290,2,2,low,low,low,low,low,low,low,low,low
3291,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3292,2,5,medium,medium,low,low,low,medium,low,low,medium
3293,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3294,2,3,low,low,low,low,low,low,low,low,low
3295,2,3,medium,medium,low,medium,low,medium,medium,low,medium
3296,2,3,medium,medium,low,low,low,medium,low,low,medium
3297,2,2,medium,low,low,low,low,medium,low,low,medium
3298,2,3,medium,medium,low,low,medium,medium,medium,low,medium
3299,2,5,low,low,low,low,low,low,low,low,low
3300,2,3,medium,medium,low,low,medium,medium,low,medium,medium
3301,2,2,low,low,low,low,low,low,low,low,low
3302,2,5,medium,medium,low,low,low,medium,low,low,medium
3303,2,2,low,low,low,low,low,low,low,low,low
3304,2,5,medium,medium,low,medium,medium,medium,medium,low,medium
3305,2,2,low,low,low,low,low,low,low,low,low
3306,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
3307,2,2,low,low,low,low,low,low,low,low,low
3308,2,4,medium,medium,medium,medium,medium,medium,low,low,medium
3309,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3310,2,5,high,high,high,high,high,high,high,high,high
3311,2,5,low,medium,low,low,low,low,low,low,low
3312,2,3,low,low,low,low,low,low,low,low,low
3313,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3314,2,4,low,low,low,low,low,low,low,low,low
3315,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3316,2,2,high,high,high,medium,medium,medium,high,medium,high
3317,2,2,medium,medium,medium,low,medium,medium,medium,low,medium
3318,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3319,2,2,low,low,low,low,low,low,low,low,low
3320,2,3,medium,high,high,high,medium,medium,high,low,medium
3321,2,3,medium,low,low,low,low,low,low,low,medium
3322,2,2,medium,medium,low,low,medium,medium,low,low,medium
3323,2,5,medium,medium,high,medium,medium,medium,medium,medium,medium
3324,2,2,low,low,low,low,low,low,low,low,low
3325,2,3,medium,medium,low,medium,medium,high,high,low,medium
3326,2,4,medium,medium,medium,medium,low,medium,medium,low,medium
3327,2,2,low,low,low,low,low,low,low,low,low
3328,2,3,medium,medium,low,low,low,low,low,low,medium
3329,2,2,low,low,low,low,low,low,low,low,low
3330,2,4,medium,medium,medium,low,low,low,low,low,medium
3331,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3332,2,3,medium,medium,low,medium,low,low,medium,low,medium
3333,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3334,2,5,medium,medium,low,low,medium,medium,medium,low,medium
3335,2,4,medium,medium,low,low,medium,medium,medium,low,medium
3336,2,1,medium,low,low,low,low,low,low,low,low
3337,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3338,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3339,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
3340,2,2,low,low,low,low,low,low,low,low,low
3341,2,2,low,low,low,low,low,low,low,low,low
3342,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3343,2,5,medium,medium,low,low,low,medium,medium,low,medium
3344,2,4,low,low,low,low,low,low,low,low,medium
3345,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3346,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3347,2,5,medium,medium,low,low,low,low,low,low,low
3348,2,4,medium,medium,low,low,low,low,low,low,low
3349,2,5,medium,medium,low,medium,medium,medium,low,low,medium
3350,2,3,medium,low,low,low,low,medium,low,low,medium
3351,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3352,2,1,low,low,low,low,low,low,low,low,low
3353,2,2,medium,low,low,low,low,low,low,low,medium
3354,2,2,low,low,low,low,low,low,low,low,low
3355,2,2,low,low,low,low,low,low,low,low,low
3356,2,2,medium,low,low,low,medium,medium,low,low,medium
3357,2,2,medium,low,low,low,medium,medium,low,low,medium
3358,2,2,low,low,low,low,low,low,low,low,low
3359,2,1,low,low,low,low,low,low,low,low,low
3360,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3361,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3362,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3363,2,1,low,low,low,low,low,low,low,low,low
3364,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3365,2,4,medium,medium,medium,medium,low,medium,low,low,medium
3366,2,4,medium,medium,medium,medium,low,medium,low,low,medium
3367,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3368,2,4,medium,medium,low,low,low,medium,low,low,medium
3369,2,2,low,low,low,low,medium,medium,low,low,low
3370,2,5,medium,medium,low,medium,medium,high,high,low,medium
3371,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3372,2,2,low,low,low,low,low,low,low,low,low
3373,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3374,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3375,2,2,low,low,low,low,low,low,low,low,medium
3376,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3377,2,2,medium,medium,low,low,low,medium,low,low,medium
3378,2,2,medium,medium,medium,medium,medium,medium,low,low,medium
3379,2,1,low,low,low,low,low,low,low,low,low
3380,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3381,2,3,medium,medium,low,medium,medium,medium,medium,low,medium
3382,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
